Batch,LFU,LRU,Hyperbolic,ARC,Caffeine
2461,211,2993,3272,3695,3939
2462,220,2892,3148,3530,3866
2463,255,3490,3866,4287,4525
2464,328,3162,3596,3994,4250
2465,225,3172,3709,4107,4172
2466,352,2727,3253,3501,3703
2467,377,3266,3691,3904,3878
2468,342,2902,3320,3539,3771
2469,297,3155,3656,3951,3949
2470,334,3062,3459,3762,3961
2471,443,3021,3536,3703,3855
2472,207,2857,3448,3722,4024
2473,406,2804,3438,3622,3817
2474,252,3118,3392,3533,3873
2475,455,3082,3515,3669,4045
2476,220,2992,3387,3693,3894
2477,393,2912,3409,3620,3858
2478,225,3268,3644,3825,3735
2479,289,3198,3604,3905,3841
2480,278,2661,3160,3277,3585
2481,506,3057,3406,3681,3618
2482,330,2845,3159,3338,3417
2483,249,3246,3800,4099,4329
2484,117,4074,4337,4532,4675
2485,298,3294,3756,3836,4153
2486,315,2627,3132,3376,3564
2487,349,2755,3068,3299,3667
2488,192,3018,3512,3820,3934
2489,316,3398,3873,4132,4310
2490,436,3353,3800,4034,4149
2491,302,2836,3368,3535,3598
2492,450,2688,2985,3159,3226
2493,178,2112,2412,2643,2775
2494,166,2821,3299,3804,3857
2495,290,3041,3586,3832,3984
2496,264,3534,3996,4341,4469
2497,278,3029,3456,3783,3819
2498,292,2835,3262,3491,3719
2499,352,2816,3195,3506,3607
2500,195,3183,3471,3857,3933
2501,215,3107,3555,3812,3980
2502,187,3047,3508,3732,3894
2503,312,2835,3252,3482,3709
2504,334,3395,3674,3650,3989
2505,333,2632,3179,3457,3706
2506,280,3198,3663,4020,4063
2507,115,3036,3559,3948,3856
2508,242,3025,3596,3737,3884
2509,239,3381,3724,3843,3854
2510,2504,6466,6696,6813,6754
2511,3503,8151,8203,8195,8205
2512,1602,5078,5028,5252,5255
2513,216,3230,3183,3871,3564
2514,347,2622,2804,3429,3098
2515,396,2867,2924,3614,3543
2516,416,3075,3237,3705,3654
2517,144,2860,3013,3560,3609
2518,173,3127,3457,4121,3913
2519,178,3066,3362,3832,3829
2520,407,2992,3205,3655,3537
2521,249,2859,3273,3637,3610
2522,364,3285,3499,3860,3863
2523,344,3050,3341,3679,3515
2524,328,3237,3618,4093,3906
2525,275,2902,3421,3736,3633
2526,299,2842,3242,3570,3511
2527,370,3428,3842,4142,4103
2528,471,3236,3502,4057,3900
2529,225,3212,3711,4084,3916
2530,246,3384,3804,4172,4026
2531,449,2721,3213,3411,3260
2532,339,3138,3610,3824,3650
2533,324,2960,3386,3651,3642
2534,244,3100,3604,3902,3774
2535,350,2729,3149,3298,3215
2536,278,2888,3324,3562,3496
2537,334,3030,3548,3762,3684
2538,337,3480,3742,3848,3858
2539,213,2857,3164,3288,3364
2540,395,3257,3597,3840,3993
2541,433,3205,3550,3800,3727
2542,261,3297,3533,3856,3846
2543,326,3516,3812,4121,3992
2544,306,3484,3624,3961,3920
2545,311,3079,3454,3821,3681
2546,478,3603,3948,4302,4254
2547,235,2816,3376,3647,3501
2548,281,3133,3428,3661,3533
2549,216,3191,3574,3791,3807
2550,271,3198,3640,3997,3948
2551,217,3471,3750,3933,4032
2552,253,2910,3237,3415,3334
2553,301,2684,3177,3519,3359
2554,283,2788,3228,3389,3366
2555,357,3270,3766,3848,3891
2556,324,2930,3323,3483,3598
2557,332,2924,3278,3524,3612
2558,306,2913,3385,3602,3691
2559,277,3127,3512,3864,3795
2560,177,2797,3359,3554,3617
2561,490,2913,3335,3398,3606
2562,386,3329,3668,3755,4013
2563,398,3365,3778,3982,4107
2564,313,3013,3581,3697,3937
2565,258,2880,3414,3718,3857
2566,174,3157,3845,4028,4229
2567,264,3596,3999,4306,4400
2568,349,3160,3458,3704,3915
2569,284,3180,3513,3671,3864
2570,462,3475,3671,3914,3940
2571,595,3705,4061,4423,4450
2572,357,2810,3402,3812,4047
2573,313,2965,3250,3718,3884
2574,301,2880,3287,3684,3839
2575,333,2788,3239,3362,3667
2576,297,3132,3455,3572,3834
2577,316,3056,3588,3795,3926
2578,385,3360,3822,4130,4147
2579,353,2783,3351,3541,3511
2580,368,2939,3326,3521,3540
2581,294,2806,3107,3272,3276
2582,339,2699,3136,3371,3363
2583,343,3257,3693,3982,3978
2584,312,3447,3986,4242,4187
2585,187,2779,3351,3746,3820
2586,362,2652,3196,3343,3535
2587,282,2797,3323,3466,3596
2588,350,3129,3538,3655,3880
2589,376,3026,3704,3941,4196
2590,223,2951,3464,3661,3855
2591,272,2849,3297,3488,3769
2592,284,2613,3017,3096,3252
2593,292,3105,3386,3685,3535
2594,1650,4422,4718,4821,4994
2595,6591,9731,9743,9749,9737
2596,3059,5942,6072,6177,6316
2597,179,2605,2865,3274,3338
2598,199,3220,3380,3951,4013
2599,255,2852,3183,3692,3847
2600,221,3034,3140,3549,3793
2601,287,3246,3409,3629,4047
2602,276,3331,3570,3886,4238
2603,295,3081,3303,3711,3864
2604,354,3169,3450,3786,3965
2605,414,3005,3431,3736,3902
2606,192,2994,3312,3646,3797
2607,315,3141,3504,3902,4010
2608,1578,4380,4606,4840,4983
2609,6447,9632,9680,9638,9636
2610,3324,6350,6439,6607,6784
2611,452,3257,3465,4053,4159
2612,450,2922,3011,3593,3491
2613,328,3270,3624,4215,4418
2614,478,3205,3386,3875,4028
2615,289,3399,3539,3975,4211
2616,281,3144,3452,3948,4187
2617,381,2833,3282,3725,3890
2618,352,3289,3563,3917,4002
2619,304,2990,3212,3686,3957
2620,237,3141,3485,3822,3998
2621,190,2703,2953,3177,3622
2622,3413,6233,6374,6437,6587
2623,6322,9411,9484,9496,9477
2624,1528,4395,4466,4523,4838
2625,261,2909,2999,3340,3539
2626,325,3348,3316,4054,4054
2627,310,2842,3021,3551,3586
2628,214,2584,2783,3146,3649
2629,313,2926,3302,3737,4018
2630,431,3316,3460,3862,4147
2631,248,3049,3327,3539,3789
2632,384,3260,3483,3925,4121
2633,319,2956,3340,3662,3958
2634,320,3349,3716,4091,4251
2635,321,3665,3826,4122,4388
2636,309,2875,3120,3466,3617
2637,5424,8653,8793,8806,8802
2638,5068,8039,8160,8258,8222
2639,847,3526,3719,4014,4129
2640,293,3002,3146,3666,3748
2641,315,2734,2810,3531,3602
2642,221,2927,3066,3720,3829
2643,337,2998,3249,3879,3801
2644,264,2743,2981,3541,3526
2645,243,3209,3531,3924,4087
2646,317,3125,3329,3793,3982
2647,382,3639,3891,4373,4329
2648,4146,7068,7159,7329,7270
2649,5869,8950,9037,9057,9106
2650,1271,3823,3915,4141,4310
2651,369,3218,3271,3763,3811
2652,324,3066,3222,3715,3908
2653,272,3353,3475,4168,4127
2654,201,3180,3482,3943,3945
2655,394,3178,3420,4000,4003
2656,256,2829,3091,3359,3709
2657,182,3482,3628,4185,4244
2658,256,3359,3529,3886,3943
2659,333,2862,3186,3483,3397
2660,272,3053,3332,3593,3731
2661,381,3149,3257,3621,3689
2662,539,2987,3150,3517,3527
2663,274,3528,3671,4142,4161
2664,392,3093,3485,3790,3826
2665,311,3265,3574,4012,4040
2666,257,3456,3702,4028,4138
2667,288,3383,3864,4228,4080
2668,254,2841,3408,3793,3700
2669,332,2814,3328,3639,3673
2670,254,3125,3487,3697,3705
2671,227,2875,3216,3491,3545
2672,375,3696,4122,4491,4444
2673,412,2994,3251,3500,3622
2674,323,3075,3447,3820,3878
2675,212,2865,3284,3613,3542
2676,362,3370,3435,3676,3888
2677,321,3291,3486,3887,4004
2678,468,3547,3863,4111,4156
2679,258,2478,3082,3216,3169
2680,483,3581,3954,4166,4269
2681,404,3179,3493,3865,3790
2682,282,3191,3523,3917,4006
2683,291,2877,3385,3763,3776
2684,372,3070,3567,3968,4032
2685,306,3032,3540,3875,3881
2686,322,3249,3583,3955,4078
2687,399,3419,3769,4105,4228
2688,313,2909,3351,3787,3825
2689,298,2936,3282,3573,3792
2690,315,3089,3430,3800,3981
2691,215,3125,3584,3945,4106
2692,302,2952,3402,3587,3920
2693,347,3084,3533,3814,3931
2694,232,2771,3309,3706,3903
2695,281,3119,3561,3858,4144
2696,461,3029,3496,3789,3997
2697,335,3236,3684,3945,4005
2698,2625,6597,6667,6769,6660
2699,3564,8339,8416,8462,8249
2700,1463,5613,5364,5728,5926
2701,345,3174,3008,3842,3734
2702,492,3001,3118,3621,3690
2703,215,2922,2990,3749,3558
2704,401,3086,3088,3699,3837
2705,217,2908,3152,3669,3889
2706,334,3061,3222,3676,3988
2707,397,2830,3200,3615,3882
2708,483,2922,3187,3576,3825
2709,231,3262,3358,3588,3837
2710,213,2998,3263,3671,3822
2711,479,3185,3443,3755,3656
2712,458,2981,3099,3546,3824
2713,356,2754,3051,3416,3466
2714,335,2531,2998,3369,3328
2715,363,2921,3379,3691,3770
2716,244,3580,4051,4356,4394
2717,278,2757,3208,3695,3544
2718,398,3442,3749,3951,4152
2719,531,2990,3411,3666,3561
2720,402,2536,3123,3315,3340
2721,176,2921,3258,3475,3557
2722,387,3234,3739,4050,4176
2723,273,2924,3374,3613,3699
2724,396,3323,3794,3970,4172
2725,393,3197,3378,3607,3735
2726,326,3637,3747,3976,4125
2727,423,3376,3859,4199,4307
2728,377,2891,3324,3663,3817
2729,451,3020,3452,3835,3929
2730,322,3256,3653,3978,4126
2731,269,3153,3701,3894,4080
2732,415,3373,3750,3981,4093
2733,336,2864,3452,3829,3932
2734,403,3147,3645,3813,3980
2735,436,2872,3316,3594,3774
2736,341,3149,3632,3983,4043
2737,1547,5333,5678,5903,5783
2738,4171,9270,9325,9333,9322
2739,745,3308,3697,3768,3922
2740,376,2851,3082,3408,3438
2741,264,2896,3177,3682,3665
2742,314,2528,2801,3184,3162
2743,333,2931,3128,3425,3556
2744,352,2903,3202,3568,3676
2745,231,3405,3488,3822,3826
2746,409,2868,3231,3460,3533
2747,266,3583,3842,4158,4230
2748,1296,3631,3914,4221,4289
2749,348,3218,3293,3756,3940
2750,476,3004,3054,3580,3439
2751,327,3341,3657,3943,4089
2752,360,2931,3199,3519,3420
2753,447,2943,3263,3758,3551
2754,415,3096,3329,3790,3829
2755,255,3056,3290,3403,3600
2756,330,2957,3351,3655,3740
2757,310,3529,3793,4196,4069
2758,321,2937,3151,3476,3431
2759,296,2572,2768,3161,3137
2760,371,2967,3359,3603,3632
2761,336,2567,2973,3393,3271
2762,249,2654,3010,3396,3404
2763,251,2959,3442,3809,3724
2764,352,2412,2891,3172,3210
2765,272,3004,3423,3775,3758
2766,325,2718,3164,3448,3482
2767,223,2885,3251,3535,3570
2768,272,3082,3460,3720,3725
2769,447,3181,3516,3882,3767
2770,295,3229,3517,3839,3871
2771,293,2523,2955,3252,3310
2772,277,3186,3631,3972,3954
2773,350,3004,3415,3669,3712
2774,384,2957,3400,3660,3640
2775,368,3054,3266,3398,3635
2776,354,3585,3789,4042,4131
2777,333,2920,3199,3475,3530
2778,312,3091,3375,3650,3715
2779,347,3086,3291,3567,3707
2780,351,3113,3366,3625,3723
2781,269,3043,3414,3820,3684
2782,302,3430,3804,4117,4118
2783,217,2992,3382,3736,3751
2784,175,3389,3672,3942,3957
2785,339,2839,2963,3354,3306
2786,304,2966,3331,3779,3753
2787,286,2659,2854,3321,3326
2788,293,2749,3120,3564,3543
2789,445,3108,3456,3755,3710
2790,287,3370,3683,4057,3998
2791,546,2971,3327,3552,3428
2792,281,2995,3391,3621,3601
2793,169,2866,3377,3601,3549
2794,306,2762,3131,3226,3194
2795,343,2962,3427,3513,3545
2796,230,2905,3414,3619,3488
2797,410,2970,3534,3816,3641
2798,210,2876,3324,3420,3470
2799,385,3595,3945,4084,4192
2800,310,3290,3543,3875,3719
2801,325,2834,3123,3412,3455
2802,317,3228,3359,3660,3704
2803,286,2734,3140,3511,3413
2804,265,3464,3805,3978,3958
2805,391,2892,3201,3508,3454
2806,330,3540,3818,4099,3982
2807,311,2972,3262,3645,3431
2808,402,3126,3586,4063,3852
2809,338,2714,3136,3489,3344
2810,248,3609,4132,4520,4296
2811,269,2903,3342,3601,3421
2812,423,2803,3381,3669,3464
2813,382,3063,3632,3926,3736
2814,374,2735,3294,3568,3414
2815,421,2982,3612,3736,3607
2816,346,2981,3493,3755,3550
2817,242,3012,3582,3892,3621
2818,208,3201,3708,3964,3891
2819,256,3064,3619,3889,3864
2820,371,2338,2875,2999,3227
2821,312,3268,3835,4140,4121
2822,209,2822,3256,3513,3480
2823,391,3253,3657,3924,4004
2824,301,2833,3448,3591,3627
2825,321,2921,3395,3634,3558
2826,328,3026,3323,3471,3592
2827,382,2996,3249,3564,3567
2828,361,3293,3562,3833,3768
2829,282,2870,3325,3527,3521
2830,197,3685,3960,4259,4283
2831,300,2829,3263,3555,3443
2832,334,2671,3002,3199,3180
2833,296,3053,3434,3709,3666
2834,477,3268,3636,4010,3863
2835,404,2635,3266,3578,3438
2836,360,2897,3352,3660,3456
2837,327,3491,4033,4446,4172
2838,224,2941,3254,3293,3378
2839,298,3045,3215,3434,3291
2840,204,2801,2948,3148,3169
2841,321,3134,3342,3593,3609
2842,356,3224,3598,4035,3827
2843,1038,4071,4379,4571,4404
2844,3614,8549,8617,8619,8568
2845,3692,7839,7942,7933,7916
2846,324,2924,2952,3262,3001
2847,239,3039,3058,3593,3266
2848,321,3260,3292,3926,3441
2849,335,2783,2877,3404,2973
2850,388,2560,2649,3093,2849
2851,517,2920,3076,3670,3267
2852,318,2445,2654,3051,2674
2853,1841,5471,5629,5854,5622
2854,4308,9467,9498,9490,9476
2855,3253,6747,6789,6833,6760
2856,444,3093,2835,3391,3063
2857,321,2905,2947,3502,3235
2858,489,2883,2992,3609,3318
2859,195,2986,3061,3585,3455
2860,497,3025,3329,3756,3623
2861,3093,7552,7702,7648,7690
2862,3892,8517,8568,8556,8597
2863,1057,3558,3575,3718,3584
2864,363,3357,3348,3855,3514
2865,417,2899,2924,3424,3231
2866,313,3020,2934,3552,3234
2867,333,2972,3099,3560,3369
2868,276,2900,3118,3513,3268
2869,249,3031,3155,3677,3284
2870,191,2941,3099,3552,3168
2871,304,3034,3223,3684,3356
2872,266,2557,2800,3299,2960
2873,239,2895,3035,3514,3173
2874,292,3106,3427,3914,3459
2875,467,3180,3346,3664,3588
2876,227,3418,3586,3994,3772
2877,244,3045,3121,3525,3497
2878,327,2964,3111,3496,3310
2879,318,3303,3547,4048,3830
2880,264,2669,2986,3482,3304
2881,314,3435,3602,3975,3930
2882,316,2794,3158,3544,3279
